seed,f_burst_hz,period_s,dt_true_s,n_grid,nn_per_bin_t01,t_argmax_t01_s,offset_t01_s,offset_t01_periods,lnL_max_t01,lnL_true_t01,dlnL_max_minus_true_t01,nn_per_bin_t00,t_argmax_t00_s,offset_t00_s,offset_t00_periods,lnL_max_t00,lnL_true_t00,dlnL_max_minus_true_t00,runtime_s,snr_burst,half_rho2
20260907,330.1811289613026,0.0030286406832087,0.0403076758217694,24872,35914609.52706444,0.040372992975302,6.531715353259859e-05,0.0215664914939321,-120691045708.74806,-120691045315.69304,-393.0550231933594,2.0067580755155854,0.040372992975302,6.531715353259859e-05,0.0215664914939321,-7136.733592530751,-6743.71050631666,-393.02308621409065,46.73736333847046,155.98,12164.880199999998
20260908,42.474116427742345,0.0235437505027612,0.0230103564529503,20001,5759049.3585267095,2.494561315132164,2.471550958679213,104.97694317603911,-19353285278.756424,-19353285369.33604,90.5796127319336,2.000707102403195,0.0229702562757088,-4.010017724151091e-05,-0.001703219596929,-6723.376570438228,-6723.3761987922935,-0.0003716459341376,30.512414932250977,84.84,3598.9128000000005
20260983,52.80123326221261,0.0189389515777778,0.0174850398028913,20001,45895520.36024456,2.510882076936976,2.493397037134085,131.6544385730266,-154231890202.01663,-154231896170.62036,5968.603729248047,1.9846649736523616,0.0175718504479632,8.681064507187405e-05,0.0045837091200831,-6669.529120481524,-6669.466663382575,-0.0624570989493804,30.1443612575531,59.04,1742.8608
20260982,340.9999068076485,0.0029325521210892,0.0039984064870502,25687,25791637.555429146,2.501915614098773,2.497917207611723,851.789535008819,-86672798000.25716,-86672798005.01953,4.762374877929688,2.047029521536498,1.089578653791586,1.085580247304536,370.1827631630707,-6876.561666356862,-6879.04269662556,2.481030268698305,50.22357082366944,2.325,2.7028125000000003
20260932,40.14214798557657,0.0249114721105434,0.0080716789945681,20001,14930693.029225266,2.5009640755325133,2.492892396537945,100.07005549394482,-50174593649.99704,-50174593924.700096,274.7030563354492,1.9639592017861425,2.2562781927819047,2.2482065137873364,90.24783857858846,-6597.649977371579,-6599.8849071459335,2.234929774354896,30.49912142753601,1.831,1.6762804999999998
20260957,338.06468210427283,0.0029580138149171,0.0012679589295247,25466,28298494.12252925,2.5116892285697405,2.510421269640216,848.6847684687245,-95097089495.05788,-95097089498.7641,3.706222534179688,1.9954691687428576,0.5883689563126868,0.587100997383162,198.47811204344015,-6702.851680307228,-6705.774144456202,2.9224641489736314,48.0729022026062,0.4608,0.10616832
20260958,73.9148867348217,0.0135290743742544,0.004905349417738,20001,42809559.282586,2.4979510118147017,2.4930456623969635,184.2731877608101,-143861523958.4379,-143861523969.12402,10.686126708984377,2.039045732049809,0.3329391862455665,0.3280338368278285,24.24658389431793,-6851.395969928968,-6852.213195712385,0.8172257834166885,30.388972759246823,0.229,0.0262205
20260933,188.9196188274445,0.005293256498222,0.1545890868778921,20001,126768909.86432016,2.491422707092777,2.3368336202148847,441.47371679415335,-426006921598.87,-426006921599.0132,0.1431884765625,2.0013861418060768,1.0764126586155531,0.921823571737661,174.1505577988324,-6725.592342742231,-6725.65814234809,0.065799605858956,37.56691908836365,0.01452,0.00010541519999999999
